Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
141,"C Liu, B Li, Y Vorobeychik, A Oprea","Robust linear regression against training data poisoning",2017,"… of the 10th ACM workshop on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3128572.3140447","https://scholar.google.com/scholar?cites=15191315598648680409&as_sdt=2005&sciodt=2007&hl=en",42,"2026-01-28 13:54:56","","10.1145/3128572.3140447","",,,,,,141,15.67,35,4,9,"… However, the economic importance of learning has made it a natural target for adversarial manipulation of training data, which we term poisoning attacks. Prior approaches to dealing …","https://dl.acm.org/doi/pdf/10.1145/3128572.3140447","https://scholar.google.com/scholar?q=related:2R9OyAxl0tIJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
101,"H Zhang, Y Li, B Ding, J Gao","Practical data poisoning attack against next-item recommendation",2020,"Proceedings of the web conference 2020","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3366423.3379992","https://scholar.google.com/scholar?cites=2225252372003274232&as_sdt=2005&sciodt=2007&hl=en",43,"2026-01-28 13:54:56","","10.1145/3366423.3379992","",,,,,,101,16.83,25,4,6,"… In this work, we propose a data poisoning attack against blackbox next-item recommendation system. The poisoning attack problem is formulated as a multi-step decision problem and …","https://dl.acm.org/doi/pdf/10.1145/3366423.3379992","https://scholar.google.com/scholar?q=related:-L3ZED6v4R4J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
76,"E Radiya-Dixit, S Hong, N Carlini, F Tramer","Data poisoning won't save you from facial recognition",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2106.14851","https://scholar.google.com/scholar?cites=12334665611277654156&as_sdt=2005&sciodt=2007&hl=en",44,"2026-01-28 13:54:56","","","",,,,,,76,15.20,19,4,5,"Data poisoning has been proposed as a compelling defense … We evaluate two systems for poisoning attacks against large-… We caution that facial recognition poisoning will not admit an ""…","https://arxiv.org/pdf/2106.14851","https://scholar.google.com/scholar?q=related:jFhuhwWJLasJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
182,"H Huang, J Mu, NZ Gong, Q Li, B Liu, M Xu","Data poisoning attacks to deep learning based recommender systems",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2101.02644","https://scholar.google.com/scholar?cites=15546759386114140274&as_sdt=2005&sciodt=2007&hl=en",45,"2026-01-28 13:54:56","","","",,,,,,182,36.40,30,6,5,"… However, existing data poisoning attacks are either agnostic to … security against data poisoning attacks is largely unknown. … Specifically, we propose data poisoning attacks that are …","https://arxiv.org/pdf/2101.02644","https://scholar.google.com/scholar?q=related:cqjNmUovwdcJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
63,"M Fang, M Sun, Q Li, NZ Gong, J Tian…","Data poisoning attacks and defenses to crowdsourcing systems",2021,"Proceedings of the web …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3442381.3450066","https://scholar.google.com/scholar?cites=1187645825871347937&as_sdt=2005&sciodt=2007&hl=en",46,"2026-01-28 13:54:56","","10.1145/3442381.3450066","",,,,,,63,12.60,11,6,5,"… is vulnerable to data poisoning attacks, in which malicious clients provide carefully crafted data to corrupt the aggregated data. We formulate our proposed data poisoning attacks as an …","https://dl.acm.org/doi/pdf/10.1145/3442381.3450066","https://scholar.google.com/scholar?q=related:4YAJEpZdexAJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
157,"M Li, Y Sun, H Lu, S Maharjan…","Deep reinforcement learning for partially observable data poisoning attack in crowdsensing systems",2019,"IEEE Internet of Things …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8945245/","https://scholar.google.com/scholar?cites=11154133557938848370&as_sdt=2005&sciodt=2007&hl=en",47,"2026-01-28 13:54:56","","","",,,,,,157,22.43,31,5,7,"… to local information, they can find effective data poisoning attack strategies to interfere with … data poisoning attack against crowdsensing systems. Then, we propose a data poisoning …","","https://scholar.google.com/scholar?q=related:coI1sl9xy5oJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
40,"M Pawelczyk, JZ Di, Y Lu, A Sekhari, G Kamath…","Machine unlearning fails to remove data poisoning attacks",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2406.17216","https://scholar.google.com/scholar?cites=14907958036051671445&as_sdt=2005&sciodt=2007&hl=en",48,"2026-01-28 13:54:56","","","",,,,,,40,20.00,7,6,2,"… data poisoning across a variety of types of poisoning attacks (indiscriminate, targeted, and a newly-introduced Gaussian poisoning … for unlearning based on data poisoning. Our results …","https://arxiv.org/pdf/2406.17216","https://scholar.google.com/scholar?q=related:lTlKGdm0484J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
58,"Y Chen, C Shen, Y Shen, C Wang…","Amplifying membership exposure via data poisoning",2022,"Advances in Neural …","proceedings.neurips.cc","https://proceedings.neurips.cc/paper_files/paper/2022/hash/c0f240bb986df54b38026398da1ae72a-Abstract-Conference.html","https://scholar.google.com/scholar?cites=13772127157500094294&as_sdt=2005&sciodt=2007&hl=en",49,"2026-01-28 13:54:56","","","",,,,,,58,14.50,12,5,4,"… more susceptible to data poisoning attacks. … of data poisoning - increasing the risks of privacy leakage of benign training samples. To this end, we demonstrate a set of data poisoning …","https://proceedings.neurips.cc/paper_files/paper/2022/file/c0f240bb986df54b38026398da1ae72a-Paper-Conference.pdf","https://scholar.google.com/scholar?q=related:VqdNkK5sIL8J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
82,"C Miao, Q Li, L Su, M Huai, W Jiang, J Gao","Attack under disguise: An intelligent data poisoning attack mechanism in crowdsourcing",2018,"… of the 2018 World Wide Web …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3178876.3186032","https://scholar.google.com/scholar?cites=2941221533598278632&as_sdt=2005&sciodt=2007&hl=en",50,"2026-01-28 13:54:56","","10.1145/3178876.3186032","",,,,,,82,10.25,14,6,8,"… , and thus can tolerate the data poisoning attacks to some degree. However, the Dawid-Skene model still has weakness. In this paper, we study the data poisoning attacks against such …","https://dl.acm.org/doi/pdf/10.1145/3178876.3186032","https://scholar.google.com/scholar?q=related:6OPay2ZR0SgJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
25,"T Fu, M Sharma, P Torr, SB Cohen, D Krueger…","Poisonbench: Assessing large language model vulnerability to data poisoning",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2410.08811","https://scholar.google.com/scholar?cites=17124984133518685479&as_sdt=2005&sciodt=2007&hl=en",51,"2026-01-28 13:54:56","","","",,,,,,25,12.50,4,6,2,"… enhance resilience against poisoning attacks; (2) … the data poison ratio; (3) The effect of data poisoning can generalize to extrapolated triggers that are not included in the poisoned data. …","https://arxiv.org/pdf/2410.08811?","https://scholar.google.com/scholar?q=related:J_WUXlYqqO0J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
30,"L Verde, F Marulli, S Marrone","Exploring the impact of data poisoning attacks on machine learning model reliability",2021,"Procedia Computer Science","Elsevier","https://www.sciencedirect.com/science/article/pii/S1877050921017695","https://scholar.google.com/scholar?cites=17266716305657614010&as_sdt=2005&sciodt=2007&hl=en",52,"2026-01-28 13:54:56","","","",,,,,,30,6.00,10,3,5,"… attacks recorded in this field were Data Poisoning attacks, performed against Deep Learning and Machine Learning models and pursued by the poisoning of Word Embeddings [39, 36]. …","https://www.sciencedirect.com/science/article/pii/S1877050921017695/pdf?md5=dd6f8c520531ace4d0b03e8a0fd05ca8&pid=1-s2.0-S1877050921017695-main.pdf","https://scholar.google.com/scholar?q=related:us4qPP-yn-8J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
41,"Y Chen, X Zhu, X Gong, X Yi, S Li","Data poisoning attacks in internet-of-vehicle networks: Taxonomy, state-of-the-art, and future directions",2022,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9855872/","https://scholar.google.com/scholar?cites=5009348625957629721&as_sdt=2005&sciodt=2007&hl=en",53,"2026-01-28 13:54:56","","","",,,,,,41,10.25,8,5,4,"… state-of-the-art data poisoning attacks and defenses against … According to whether the attacker needs to manipulate the data … data poisoning attacks in this paper aim at the above data …","","https://scholar.google.com/scholar?q=related:Ga9L3gjIhEUJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
32,"L Korada","Data Poisoning-What Is It and How It Is Being Addressed by the Leading Gen AI Providers",2024,"European Journal of Advances in Engineering and …","researchgate.net","https://www.researchgate.net/profile/Laxminarayana-Korada/publication/382649828_Data_Poisoning_-what_is_it_and_how_it_is_being_addressed_by_the_leading_Gen_AI_providers/links/66a7c17c4433ad480e845d45/Data-Poisoning-what-is-it-and-how-it-is-being-addressed-by-the-leading-Gen-AI-providers.pdf","https://scholar.google.com/scholar?cites=8460168551951403184&as_sdt=2005&sciodt=2007&hl=en",54,"2026-01-28 13:54:56","PDF","","",,,,,,32,16.00,32,1,2,"… developed protective mechanisms against data poisoning, providing valuable guidance for … data poisoning risks include data validation and sanitization, red teaming, secure data …","https://www.researchgate.net/profile/Laxminarayana-Korada/publication/382649828_Data_Poisoning_-what_is_it_and_how_it_is_being_addressed_by_the_leading_Gen_AI_providers/links/66a7c17c4433ad480e845d45/Data-Poisoning-what-is-it-and-how-it-is-being-addressed-by-the-leading-Gen-AI-providers.pdf","https://scholar.google.com/scholar?q=related:sIj-XnmOaHUJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
121,"X Liu, S Si, X Zhu, Y Li, CJ Hsieh","A unified framework for data poisoning attack to graph-based semi-supervised learning",2019,"arXiv preprint arXiv:1910.14147","arxiv.org","https://arxiv.org/abs/1910.14147","https://scholar.google.com/scholar?cites=2718951671403635905&as_sdt=2005&sciodt=2007&hl=en",55,"2026-01-28 13:54:56","","","",,,,,,121,17.29,24,5,7,"… a general framework for data poisoning attacks to graph… data poisoning attack in GSSL, then we propose two specialized algorithms to efficiently solve two important cases — poisoning …","https://arxiv.org/pdf/1910.14147","https://scholar.google.com/scholar?q=related:weR3tyOouyUJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
60,"IM Ahmed, MY Kashmoola","Threats on machine learning technique by data poisoning attack: A survey",2021,"… Conference on Advances in Cyber Security","Springer","https://link.springer.com/chapter/10.1007/978-981-16-8059-5_36","https://scholar.google.com/scholar?cites=7775116388285250475&as_sdt=2005&sciodt=2007&hl=en",56,"2026-01-28 13:54:56","","10.1007/978-981-16-8059-5_36","",,,,,,60,12.00,30,2,5,"… of a data poisoning attack. Data poisoning attacks target systems based on machine learning technology, with explanations of the attack mechanisms targeting data sources and the …","https://www.researchgate.net/profile/Ibrahim-Ahmed-135/publication/387344772_Threats_on_Machine_Learning_Technique_by_Data_Poisoning_Attack_A_Survey/links/6769db9dc1b0135465ef0d79/Threats-on-Machine-Learning-Technique-by-Data-Poisoning-Attack-A-Survey.pdf","https://scholar.google.com/scholar?q=related:q3sPKynD5msJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
13,"W Bouaziz, N Usunier, EM El-Mhamdi","Data taggants: Dataset ownership verification via harmless targeted data poisoning",2024,"arXiv preprint arXiv:2410.09101","arxiv.org","https://arxiv.org/abs/2410.09101","https://scholar.google.com/scholar?cites=16286486291113119458&as_sdt=2005&sciodt=2007&hl=en",57,"2026-01-28 13:54:56","","","",,,,,,13,6.50,4,3,2,"… Since our method relies on a data poisoning mechanism, we suggest to use data poisoning detection methods to detect data taggants. We consider three data poisoning detection …","https://arxiv.org/pdf/2410.09101","https://scholar.google.com/scholar?q=related:4g4RBf44BeIJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
36,"N Müller, D Kowatsch…","Data poisoning attacks on regression learning and corresponding defenses",2020,"2020 IEEE 25th Pacific Rim …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9320308/","https://scholar.google.com/scholar?cites=2730078024668021203&as_sdt=2005&sciodt=2007&hl=en",58,"2026-01-28 13:54:56","","","",,,,,,36,6.00,12,3,6,"… poisoned data into … of data poisoning attacks on regression learning, exceeding previous work both in terms of breadth and depth. We present realistic scenarios in which data poisoning …","https://arxiv.org/pdf/2009.07008","https://scholar.google.com/scholar?q=related:0wFwtX8v4yUJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
186,"N Peri, N Gupta, WR Huang, L Fowl, C Zhu…","Deep k-NN Defense Against Clean-Label Data Poisoning Attacks",2020,"… on Computer Vision","Springer","https://link.springer.com/chapter/10.1007/978-3-030-66415-2_4","https://scholar.google.com/scholar?cites=10667570373785700973&as_sdt=2005&sciodt=2007&hl=en",59,"2026-01-28 13:54:56","","10.1007/978-3-030-66415-2_4","",,,,,,186,31.00,31,6,6,"… -label poisoning attacks. We evaluate it against state-of-the-art clean-label data poisoning attacks, … strategy detects 99% of the poison instances without degrading overall performance. …","https://arxiv.org/pdf/1909.13374","https://scholar.google.com/scholar?q=related:bUr6WbzSCpQJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
30,"M Aladag, FO Catak, E Gul","Preventing data poisoning attacks by using generative models",2019,"2019 1St International informatics …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8965459/","https://scholar.google.com/scholar?cites=14346252434531066523&as_sdt=2005&sciodt=2007&hl=en",60,"2026-01-28 13:54:56","","","",,,,,,30,4.29,10,3,7,"… In this paper, we demonstrate a data poisoning attack towards classification method of … robust against data poisoning attacks. In this study, we have conducted data poisoning attacks on …","https://www.researchgate.net/profile/Ferhat-Ozgur-Catak/publication/336672115_Preventing_Data_Poisoning_Attacks_By_Using_Generative_Models/links/5dab513c4585155e27f6f398/Preventing-Data-Poisoning-Attacks-By-Using-Generative-Models.pdf","https://scholar.google.com/scholar?q=related:m6JOWpQgGMcJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
53,"F Tahmasebian, L Xiong, M Sotoodeh…","Crowdsourcing under data poisoning attacks: A comparative study",2020,"… Conference on Data and …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-49669-2_18","https://scholar.google.com/scholar?cites=14332131368252736812&as_sdt=2005&sciodt=2007&hl=en",61,"2026-01-28 13:54:56","","10.1007/978-3-030-49669-2_18","",,,,,,53,8.83,13,4,6,"… to crowdsourcing applications is data poisoning attacks where … In this paper, we propose a comprehensive data poisoning … inference methods under various data poisoning attacks. We …","https://inria.hal.science/hal-03243634/document","https://scholar.google.com/scholar?q=related:LAXwZov15cYJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
19,"T Chaalan, S Pang, J Kamruzzaman, I Gondal…","The path to defence: A roadmap to characterising data poisoning attacks on victim models",2024,"ACM Computing …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3627536","https://scholar.google.com/scholar?cites=8630495811554722883&as_sdt=2005&sciodt=2007&hl=en",62,"2026-01-28 13:54:56","","10.1145/3627536","",,,,,,19,9.50,4,5,2,"Data Poisoning Attacks (DPA) represent a sophisticated technique aimed at distorting the training data of machine learning models, thereby manipulating their behavior. This process is …","https://dl.acm.org/doi/pdf/10.1145/3627536","https://scholar.google.com/scholar?q=related:Q0Q32zauxXcJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
42,"H Kasyap, S Tripathy","Beyond data poisoning in federated learning",2024,"Expert Systems with Applications","Elsevier","https://www.sciencedirect.com/science/article/pii/S0957417423016949","https://scholar.google.com/scholar?cites=6676850599789505961&as_sdt=2005&sciodt=2007&hl=en",63,"2026-01-28 13:54:56","","","",,,,,,42,21.00,21,2,2,"… to discover out-of-distribution samples, which can be used to poison the model, thereby … samples to frame data poisoning attacks, called hyperdimensional data poisoning attacks (…","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4408355","https://scholar.google.com/scholar?q=related:qa3Ouj7wqFwJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
144,"F Liu, N Shroff","Data poisoning attacks on stochastic bandits",2019,"International Conference on Machine …","proceedings.mlr.press","http://proceedings.mlr.press/v97/liu19e.html","https://scholar.google.com/scholar?cites=13493179141751095636&as_sdt=2005&sciodt=2007&hl=en",64,"2026-01-28 13:54:56","","","",,,,,,144,20.57,72,2,7,"… In this work, we have a systematic investigation of data poisoning attacks against bandit algorithms and address the aforementioned open problems. We study the data poisoning …","http://proceedings.mlr.press/v97/liu19e/liu19e.pdf","https://scholar.google.com/scholar?q=related:VMHIgvBmQbsJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
83,"H Zhang, C Tian, Y Li, L Su, N Yang, WX Zhao…","Data poisoning attack against recommender system using incomplete and perturbed data",2021,"… Discovery &Data …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3447548.3467233","https://scholar.google.com/scholar?cites=5672923094546228787&as_sdt=2005&sciodt=2007&hl=en",65,"2026-01-28 13:54:56","","10.1145/3447548.3467233","",,,,,,83,16.60,12,7,5,"… poisoning attack against recommendation systems with incomplete or even perturbed user-item interaction data. We propose two sophisticated data poisoning attack approaches to …","https://dl.acm.org/doi/pdf/10.1145/3447548.3467233","https://scholar.google.com/scholar?q=related:M6aJgH9Fuk4J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
220,"M Fang, NZ Gong, J Liu","Influence function based data poisoning attacks to top-n recommender systems",2020,"Proceedings of the web conference 2020","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3366423.3380072","https://scholar.google.com/scholar?cites=15731125945220158855&as_sdt=2005&sciodt=2007&hl=en",66,"2026-01-28 13:54:56","","10.1145/3366423.3380072","",,,,,,220,36.67,73,3,6,"… • We propose the first data poisoning attack to matrix-factorizationbased Top-N recommender systems, which we formulate as a non-convex integer optimization problem. • We propose …","https://dl.acm.org/doi/pdf/10.1145/3366423.3380072","https://scholar.google.com/scholar?q=related:h1XHObMvUNoJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
47,"Y Zhao, X Gong, F Lin, X Chen","Data poisoning attacks and defenses in dynamic crowdsourcing with online data quality learning",2021,"IEEE Transactions on Mobile …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9640529/","https://scholar.google.com/scholar?cites=15906487467819978133&as_sdt=2005&sciodt=2007&hl=en",67,"2026-01-28 13:54:56","","","",,,,,,47,9.40,12,4,5,"… Different from these works, this paper studies data poisoning in crowdsourcing based on online quality learning that learns workers’ quality on the fly while assigning tasks based on …","","https://scholar.google.com/scholar?q=related:lc2cZxMyv9wJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
5,"D Naik, I Naik, N Naik","Weaponising Generative AI Through Data Poisoning: Analysing Various Data Poisoning Attacks on Large Language Models (LLMs) and Their Countermeasures",2025,"Authorea Preprints","techrxiv.org","https://www.techrxiv.org/doi/full/10.36227/techrxiv.176539608.89627406","https://scholar.google.com/scholar?cites=9969299033827612043&as_sdt=2005&sciodt=2007&hl=en",68,"2026-01-28 13:54:56","","10.36227/techrxiv.176539608.89627406","",,,,,,5,5.00,2,3,1,"… data poisoning attack with other types of data poisoning attacks. This paper provided a clear distinction of each data poisoning attack from other types of data poisoning … data poisoning …","https://www.techrxiv.org/doi/pdf/10.36227/techrxiv.176539608.89627406","https://scholar.google.com/scholar?q=related:i5Xw0qYQWooJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
14,"W Wei, KH Chow, Y Wu, L Liu","Demystifying data poisoning attacks in distributed learning as a service",2023,"IEEE Transactions on Services …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10354520/","https://scholar.google.com/scholar?cites=12458028242770073991&as_sdt=2005&sciodt=2007&hl=en",69,"2026-01-28 13:54:56","","","",,,,,,14,4.67,4,4,3,"… Through an in-depth characterization of data poisoning risks in federated … data poisoning attacks from three perspectives. First, we formally define the targeted dirty-label data poisoning …","","https://scholar.google.com/scholar?q=related:hxkYbK7O46wJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
163,"J Jia, X Cao, NZ Gong","Intrinsic certified robustness of bagging against data poisoning attacks",2021,"Proceedings of the AAAI conference on artificial …","ojs.aaai.org","https://ojs.aaai.org/index.php/AAAI/article/view/16971","https://scholar.google.com/scholar?cites=3770853214905684869&as_sdt=2005&sciodt=2007&hl=en",70,"2026-01-28 13:54:56","","","",,,,,,163,32.60,54,3,5,"In a data poisoning attack, an attacker modifies, deletes, and/or inserts some training examples to corrupt the learnt machine learning model. Bootstrap Aggregating (bagging) is a well …","https://ojs.aaai.org/index.php/AAAI/article/download/16971/16778","https://scholar.google.com/scholar?q=related:hdOXJgXDVDQJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
36,"F Wang, X Wang, XJ Ban","Data poisoning attacks in intelligent transportation systems: A survey",2024,"Transportation Research Part C: Emerging …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0968090X24002717","https://scholar.google.com/scholar?cites=1381259697456871970&as_sdt=2005&sciodt=2007&hl=en",71,"2026-01-28 13:54:56","","","",,,,,,36,18.00,12,3,2,"… data poisoning attack models against ITS. We identify the main ITS data sources vulnerable to poisoning … Data poisoning attacks against ITS are reviewed and categorized following the …","https://arxiv.org/pdf/2407.15855","https://scholar.google.com/scholar?q=related:Ivp6aWA4KxMJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
15,"W Wang, A Levine, S Feizi","Lethal dose conjecture on data poisoning",2022,"Advances in neural information …","proceedings.neurips.cc","https://proceedings.neurips.cc/paper_files/paper/2022/hash/0badcb4e95306df76a719409155e46e8-Abstract-Conference.html","https://scholar.google.com/scholar?cites=10656232532262319468&as_sdt=2005&sciodt=2007&hl=en",72,"2026-01-28 13:54:56","","","",,,,,,15,3.75,5,3,4,"… Data poisoning considers an adversary that distorts the … regarding the fundamentals of data poisoning, which we call the … for provable defenses against data poisoning, where they …","https://proceedings.neurips.cc/paper_files/paper/2022/file/0badcb4e95306df76a719409155e46e8-Paper-Conference.pdf","https://scholar.google.com/scholar?q=related:bPV0aQeL4pMJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
13,"F De Gaspari, D Hitaj, LV Mancini","Have you poisoned my data? defending neural networks against data poisoning",2024,"European Symposium on Research in …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-70879-4_5","https://scholar.google.com/scholar?cites=4175473367408466169&as_sdt=2005&sciodt=2007&hl=en",73,"2026-01-28 13:54:56","","10.1007/978-3-031-70879-4_5","",,,,,,13,6.50,4,3,2,"… One such family of attacks is data poisoning. Poisoning attacks manipulate the training dataset by … The goal of poisoning attacks can be typically divided into three categories [4]: integrity …","https://arxiv.org/pdf/2403.13523?","https://scholar.google.com/scholar?q=related:-Vh8sedC8jkJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
112,"J Song, Z Li, Z Hu, Y Wu, Z Li, J Li…","Poisonrec: an adaptive data poisoning framework for attacking black-box recommender systems",2020,"… conference on data …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9101655/","https://scholar.google.com/scholar?cites=1970576478916481911&as_sdt=2005&sciodt=2007&hl=en",74,"2026-01-28 13:54:56","","","",,,,,,112,18.67,16,7,6,"… Abstract—Data-driven recommender systems that can help … Several studies show that they are vulnerable to data poisoning attacks… In this paper, we propose an adaptive data poisoning …","","https://scholar.google.com/scholar?q=related:d5OO9N3kWBsJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
34,"Y Zhang, A Albarghouthi…","Bagflip: A certified defense against data poisoning",2022,"Advances in Neural …","proceedings.neurips.cc","https://proceedings.neurips.cc/paper_files/paper/2022/hash/cc19e4ffde5540ac3fcda240e6d975cb-Abstract-Conference.html","https://scholar.google.com/scholar?cites=12286341512846726817&as_sdt=2005&sciodt=2007&hl=en",75,"2026-01-28 13:54:56","","","",,,,,,34,8.50,11,3,4,"Abstract Machine learning models are vulnerable to data-poisoning attacks, in which an attacker maliciously modifies the training set to change the prediction of a learned model. In a …","https://proceedings.neurips.cc/paper_files/paper/2022/file/cc19e4ffde5540ac3fcda240e6d975cb-Paper-Conference.pdf","https://scholar.google.com/scholar?q=related:oVZdloLagaoJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
20,"D Bowen, B Murphy, W Cai, D Khachaturov…","Scaling laws for data poisoning in llms",2024,"arXiv e …","ui.adsabs.harvard.edu","https://ui.adsabs.harvard.edu/abs/2024arXiv240802946B/abstract","https://scholar.google.com/scholar?cites=121799016514808454&as_sdt=2005&sciodt=2007&hl=en",76,"2026-01-28 13:54:56","","","",,,,,,20,10.00,4,5,2,"… , it is critical to ask if the risk of data poisoning will be naturally mitigated by scale, or if it is … data poisoning can occur: malicious fine-tuning, imperfect data curation, and intentional data …","","https://scholar.google.com/scholar?q=related:hmpbaY-3sAEJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
10,"A Jonnalagadda, D Mohanty, A Zakee…","Modelling data poisoning attacks against convolutional neural networks",2024,"Journal of Information & …","World Scientific","https://www.worldscientific.com/doi/abs/10.1142/S0219649224500229","https://scholar.google.com/scholar?cites=16349602404162198781&as_sdt=2005&sciodt=2007&hl=en",77,"2026-01-28 13:54:56","","10.1142/S0219649224500229","",,,,,,10,5.00,3,4,2,"… creating adversarial data. In this research, we develop a more robust data poisoning technique … Networks (GANs) to create a data poisoning attack. We then evaluate the performance of …","","https://scholar.google.com/scholar?q=related:_dz1PsN05eIJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
5,"M Srivastava, A Kaushik, R Loughran, K McDaid","Data poisoning attacks in the training phase of machine learning models: A review",2024,"","eprints.dkit.ie","https://eprints.dkit.ie/id/eprint/980/","https://scholar.google.com/scholar?cites=18365805159359129319&as_sdt=2005&sciodt=2007&hl=en",78,"2026-01-28 13:54:56","","","",,,,,,5,2.50,1,4,2,"Data Poisoning Attacks (DPAs) can severely impact the performance of Machine Learning (ML) models by manipulating training datasets to introduce errors or biases. The integrity of …","https://eprints.dkit.ie/id/eprint/980/1/aics2024_p10.pdf","https://scholar.google.com/scholar?q=related:5yajeXxy4P4J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
17,"S Jiang, SR Kadhe, Y Zhou, F Ahmed, L Cai…","Turning generative models degenerate: The power of data poisoning attacks",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2407.12281","https://scholar.google.com/scholar?cites=9187833446830656373&as_sdt=2005&sciodt=2007&hl=en",79,"2026-01-28 13:54:56","","","",,,,,,17,8.50,3,6,2,"… metrics to evaluate the effectiveness of data poisoning attacks targeting LLMs specifically for … 2) We design triggers for data poisoning attacks considering three factors: trigger length, …","https://arxiv.org/pdf/2407.12281","https://scholar.google.com/scholar?q=related:dUvLNde9gX8J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
